MAPID	MAPSETID	MAPCONCEPTID	MAPOPTION	MAPGROUP	MAPPRIORITY	MAPTARGETID	MAPCATEGORY	MAPRULE	MAPADVICE
27650062	110040	200652002	7	1	7	5450051	31		IFA: Orbit
1752068	110040	109245003	1	1	1	5450051	11		OTHERWISE
176680064	110040	95563007	5	1	5	9555448051	31		IFA: Fibrocystic disease of pancreas, with other manifestations
26061061	110040	197464001	1	1	1	6381050	11		OTHERWISE
3832066	110040	111374002	1	1	1	6381050	11		OTHERWISE
46589062	110040	234949000	2	1	2	1066054	32		IFA: Exfoliation of teeth attributable to disease of surrounding tissues (525.0-525.19) loss of teeth due to trauma
131231068	110040	42440009	9	2	9	9534749058	32		IFA: Organic brain syndromes - Unspecified persistent mental disorders due to conditions classified elsewhere
171400068	110040	195951007	10	1	10	9555436053	31		IFA: Chronic obstructive lung disease (COPD) specified as with Bronchitis with emphysema; Obstructive chronic bronchitis with acute bronchitis
172578061	110040	284591009	6	1	6	4728059	32		IFA: Alcoholic psychoses
173365068	110040	370569000	1	1	1	9547207055	11		OTHERWISE
171300067	110040	16922007	10	1	10	6769053	32		IFA: Pregnancy or the puerperium (666.3x)
176077061	110040	85915003	2	1	2	6012058	32		IFA: Bronchitis,asthmatic NOS
66340061	110040	266361008	1	1	1	6012058	12		OTHERWISE
10401060	110040	128088003	1	1	1	378053	31		IFA: Coagulation (hemorrhagic) disorders (286.0-286.9)
175036065	110040	64779008	6	1	6	378053	11		OTHERWISE
16869064	110040	165575007	1	1	1	378053	32		IFA: Coagulation (hemorrhagic) disorders (286.0-286.9)
176472064	110040	92813000	1	1	1	4319058	11		OTHERWISE
147772064	110040	7436001	1	1	1	6053053	12		OTHERWISE
101368065	110040	30140009	3	1	3	1103059	31		IFA: Gastroenteritis NOS
143616063	110040	64613007	1	1	1	1103059	11		OTHERWISE
173300061	110040	36485005	1	1	1	1039054	11		OTHERWISE
113283060	110040	3696007	2	1	2	7657059	31		IFA: Heartburn
107202064	110040	31681005	1	1	1	3445055	31		IFA: Postherpetic
172668069	110040	288723005	9	1	9	9535168059	31		IFA: CVA thrombotic
8159064	110040	126660000	1	1	1	1716053	31		IFA: Congenital
172691068	110040	29164008	2	1	2	545055	31		IFA: That of nonorganic origin (307.0
176292067	110040	90354008	1	1	1	2727052	12		OTHERWISE
173755061	110040	40733004	1	1	1	3857058	12		OTHERWISE
173672062	110040	399872003	3	1	3	7611056	31		IFA: Neonatal diabetes mellitus
173970066	110040	420422005	3	1	3	7611056	31		IFA: Neonatal diabetes mellitus
171725061	110040	238748009	4	1	4	9555648056	31		IFA: Seborrheic,inflamed seborrheic keratosis
176114061	110040	8635005	2	1	2	4720053	11		OTHERWISE
171345066	110040	191736004	2	1	2	405054	32		IFA: Obsessive-compulsive symptoms occurring in,endogenous depression  major depressive disorder recurrent episode (296.3x)
176158061	110040	87414006	5	1	5	405054	32		IFA: Major depressive disorder, recurrent episode, unspecified
172985069	110040	312912001	1	3	1	9556054052	11		OTHERWISE
171503068	110040	202480001	1	1	1	1063059	32		IFA: Jaw (524.60-524.69)
171490064	110040	202373004	1	1	1	1063059	32		IFA: Jaw (524.60-524.69)
172214067	110040	267951001	1	1	1	1063059	32		IFA: Jaw (524.60-524.69)
172212066	110040	267949000	1	1	1	1063059	32		IFA: Jaw (524.60-524.69)
171152061	110040	128133004	1	1	1	1063059	32		IFA: Jaw (524.60-524.69)
171493062	110040	202381003	1	1	1	1063059	32		IFA: Jaw (524.60-524.69)
175872063	110040	81808003	2	1	2	1063059	32		IFA: Jaw (524.60-524.69)
3646068	110040	111239001	1	1	1	1569051	11		OTHERWISE
48783065	110040	23685000	3	1	3	5703059	12		OTHERWISE
10815068	110040	128606002	1	1	1	6457057	12		OTHERWISE
28364068	110040	201724008	1	2	1	6924054	11		OTHERWISE
172442067	110040	277890004	1	1	1	1590056	11		OTHERWISE
176704060	110040	95711003	1	1	1	4424056	11		OTHERWISE
173037064	110040	32390006	1	1	1	4585055	31		IFA: Iatrogenic hypopituitarism
172180061	110040	267078001	9	1	9	523056	32		IFA: That of nonorganic origin (307.2x)
137283065	110040	49706007	2	1	2	1427054	11		OTHERWISE
172574064	110040	284591009	2	1	2	500059	32		IFA: Drug dependence (304.0x-304.9x)
173450066	110040	37344009	2	1	2	500059	32		IFA: Drug dependence (304.0x-304.9x)
176622068	110040	94704006	1	1	1	4522055	31		IFA: Solitary myeloma
173750065	110040	40650009	1	1	1	7382051	31		IFA: Congential,stricture or stenosis of intestine (751.1m 751.2) - atresia and stenosis of small intestine
127060068	110040	413532003	1	1	1	9534698056	31		IFA: acute posthemorrhagic anemia
172479065	110040	279063004	2	1	2	1532053	11		OTHERWISE
172580066	110040	284670008	1	1	1	2059050	31		IFA: Abnormal basal metabolic rate
12594065	110040	15013002	1	1	1	866057	11		OTHERWISE
174451064	110040	52613005	1	1	1	9549863055	31		IFA: Primary focal hyperhidrosis
175704065	110040	78435003	1	1	1	7099057	11		OTHERWISE
173315060	110040	367534004	1	1	1	1048057	31		IFA: Supernumerary roots
173110063	110040	34363003	1	1	1	1399056	11		OTHERWISE
176444065	110040	92308005	6	1	6	9553677058	31		IFA: Enlargement - with urinary obstruction
59014064	110040	248802009	2	1	2	1754053	31		IFA: Congenital
174963063	110040	63363004	1	1	1	5925056	11		OTHERWISE
174326064	110040	49468007	5	1	5	407059	12		OTHERWISE
174426060	110040	52012001	1	1	1	7191056	11		OTHERWISE
171764063	110040	23997001	3	1	3	9549826051	12		OTHERWISE
137175067	110040	49436004	1	1	1	5791052	11		OTHERWISE
172340064	110040	271860004	5	1	5	1972051	31		IFA: Abdominal distention (gaseous)
19139066	110040	17383000	2	2	2	9555496051	22		PR:suicide
174979062	110040	63501000	2	1	2	6868050	11		OTHERWISE
172897069	110040	30584002	9	1	9	7590052	31		IFA: Umbilicus, newborn
175943063	110040	83128009	10	1	10	1992057	11		OTHERWISE
173922061	110040	417425009	1	1	1	9554726052	20		UAC
172394068	110040	274887001	1	1	1	2018057	11		OTHERWISE
171064065	110040	111985007	2	1	2	1196055	32		GAMR: Male (607.0-607.9)
175364065	110040	71315007	2	1	2	1202057	31		GAMR: Male Dyspareunia
18693064	110040	170488007	1	1	1	9547131055	11		OTHERWISE
174070061	110040	43614003	1	1	1	426054	31		IFA: Current or active state
176239061	110040	88975006	5	1	5	9545140055	32		IFA: Acute forms of schizophrenia of: undifferentiated type (295.8x)
172866065	110040	30288003	1	1	1	7301055	31		IFA: Common artioventricular canal type
173684060	110040	402599005	2	1	2	1750057	31		IFA: Congenital
173619061	110040	396227001	1	1	1	1750057	31		IFA: Darier's disease keratosis follicularis congential
172937068	110040	307945003	1	1	1	2262056	11		OTHERWISE
172651065	110040	28845006	1	1	1	6244054	31		IFA: Acute appendicitis with peritoneal abscess
6388061	110040	12454008	1	1	1	4944058	11		OTHERWISE
175873067	110040	81808003	3	1	3	7004059	12		OTHERWISE
8548061	110040	12676007	1	1	1	7845053	11		OTHERWISE
109209064	110040	35874009	1	1	1	1299059	32		IFA: Breech delivery assisted spontaneous NOS (652.2x)
49131060	110040	237313003	1	1	1	1299059	32		IFA: Breech delivery assisted spontaneous NOS
171747061	110040	23986001	1	1	1	5197056	12		OTHERWISE
49290067	110040	237508001	1	2	1	245056	11		OTHERWISE
176093069	110040	85983004	6	1	6	9555561054	32		IFA: Monocytic leukemia (206.xx)
127647064	110040	415080007	1	1	1	9553403050	12		OTHERWISE
23122064	110040	192150001	2	1	2	600050	20		UAC
101721064	110040	301779004	2	1	2	6313055	31		IFA: skin
33271068	110040	209548004	1	1	1	8029050	11		OTHERWISE
172060064	110040	262525000	1	1	1	9547262051	11		OTHERWISE
105814062	110040	31273004	1	1	1	6444052	11		OTHERWISE
176053066	110040	84984002	3	1	3	2905054	31		IFA: Dyssocial behavior without manifest psychiatric disorder V71.01-V71.02 adult antisocial behavior
172008067	110040	25702006	3	1	3	397053	31		IFA: Drug withdrawal syndrome
65160066	110040	26237000	11	1	11	9534573050	31		IFA: Nutritional edema - other sever protein-calorie malnutrition
13632068	110040	161423008	1	1	1	9553426056	11		OTHERWISE
21649068	110040	18876004	1	1	1	1589052	11		OTHERWISE
175757066	110040	79298009	7	1	7	422051	31		IFA: Reactive depressive psychosis
175458063	110040	73867007	7	1	7	422051	31		IFA: Reactive depressive psychosis
173066061	110040	33135002	7	1	7	422051	31		IFA: Reactive depressive psychosis
175695068	110040	78269000	3	1	3	422051	31		IFA: Reactive depression psychotic
172613065	110040	28663008	3	1	3	422051	31		IFA: Reactive depressive psychosis
174745069	110040	59617007	3	1	3	422051	31		IFA: Reactive depressive psychosis
173173067	110040	35489007	11	1	11	422051	31		IFA: Psychogenic depressive psychosis
173295063	110040	36474008	4	1	4	422051	31		IFA: Reactive depression: psychosis
171454065	110040	199925004	2	1	2	9535878058	11		OTHERWISE
75833063	110040	284521000	10	1	10	4605050	31		IFA: Nutritional edema - Kwashiorkor
173817062	110040	41006004	10	1	10	551052	31		IFA: Prolonged depressive adjustment reaction
173179066	110040	35489007	6	1	6	551052	31		IFA: Depressive states associated with stressful events: Prolonged depressive reaction as adjustment reaction
23026064	110040	192046006	3	1	3	551052	31		IFA: Prolonged depressive reaction
22428064	110040	191128004	1	1	1	4676052	11		OTHERWISE
174139066	110040	45150006	3	1	3	750050	31		IFA: Visual hallucinations
168811062	110040	404640003	1	1	1	5673051	32		IFA: Meniere's disease and other specified vertiginous syndromes (386.0-386.9)
4697069	110040	11437003	1	1	1	8686059	31		IFA: Interscapular region
22747062	110040	191714002	1	1	1	4823057	31		IFA: Multiple operations or hospital addiction syndrome
45720065	110040	234044007	7	1	7	5819056	32		IFA: Precerebral (433.0-433.9x)
70306068	110040	275517008	7	1	7	5819056	32		IFA: Precerebral (433.0-433.9x)
144478068	110040	66622006	1	1	1	5956051	11		OTHERWISE
174977060	110040	63491006	3	1	3	984059	12		OTHERWISE
146603065	110040	71772004	3	1	3	984059	12		OTHERWISE
172157068	110040	267036007	5	1	5	6062050	31		IFA: Respiratory failure,acute
173369063	110040	370992007	1	1	1	4643053	12		OTHERWISE
174628069	110040	56819008	1	1	1	959057	12		OTHERWISE
176699067	110040	95677002	1	1	1	763057	12		OTHERWISE
100969062	110040	301003007	2	1	2	6001058	31		IFA: Influenza with pneumonia
116414069	110040	385093006	2	1	2	6001058	31		IFA: Influenza with pneumonia
30564064	110040	205564003	2	1	2	1749057	11		OTHERWISE
172192061	110040	267441009	1	1	1	1165051	12		OTHERWISE
145393060	110040	68815009	2	2	2	3662059	31		IFA: Syphilitic nephritis
17032066	110040	16632002	5	1	5	8219051	31		IFA: Traumatic (860.2-860.5, 862.29, 862.39) - Injury to other specified intrathoracic organs without mention of open wound into cavity
28580060	110040	202110002	1	1	1	6979059	11		OTHERWISE
11828068	110040	13301002	1	1	1	1363053	11		OTHERWISE
173664064	110040	398126006	3	1	3	543054	11		OTHERWISE
173059062	110040	33132004	1	1	1	7032050	11		OTHERWISE
175319068	110040	70218004	1	1	1	7032050	11		OTHERWISE
152059069	110040	84299009	3	1	3	7063054	32		IFA: Lumbosacral radiculitis
171795069	110040	2415007	1	1	1	7063054	12		OTHERWISE
10528066	110040	128196005	1	1	1	7063054	12		OTHERWISE
172162069	110040	267037003	1	1	1	1925051	11		OTHERWISE
70342061	110040	275552000	1	1	1	9553442050	11		OTHERWISE
174432069	110040	52231000	1	1	1	6293057	11		OTHERWISE
176345065	110040	91374005	1	1	1	6816056	12		OTHERWISE
3592062	110040	111181004	1	1	1	6816056	12		OTHERWISE
172046061	110040	260912008	5	1	5	4935059	32		IFA: Spastic paralysis (342.1x)
176089064	110040	85983004	2	1	2	6842056	32		IFA: Dermatitis due to,solar radiation (692.70-692.79)
53331069	110040	241759005	4	1	4	5356059	11		OTHERWISE
176644064	110040	95279007	1	1	1	4396051	11		OTHERWISE
172357060	110040	27404009	1	1	1	3844053	11		OTHERWISE
51897069	110040	239918008	1	1	1	6894059	12		OTHERWISE
105962068	110040	312956001	1	1	1	5084056	11		OTHERWISE
175650062	110040	77252004	1	1	1	6862051	11		OTHERWISE
52352067	110040	240205003	1	1	1	7103054	31		IFA: that of popliteal space
47108067	110040	235719002	1	1	1	1141053	11		OTHERWISE
174736068	110040	59565001	1	1	1	8673050	11		OTHERWISE
100979060	110040	301004001	5	1	5	1037051	31		IFA: Pneumonitis due to other solids and liquids
174014060	110040	424643009	2	1	2	1037051	31		IFA: Asthma detergent
503061	110040	102574007	9	1	9	6042055	31		IFA: Hydrothorax
176534066	110040	93891008	1	1	1	3998051	12		OTHERWISE
175017061	110040	64634000	1	1	1	778051	12		OTHERWISE
173542060	110040	387637008	2	1	2	7008056	32		IFA: Intermittent hydrarthrosis (719.3x)
171497061	110040	202383000	2	1	2	7008056	32		IFA: Intermittent hydrarthrosis (719.3x)
172305060	110040	271771009	2	1	2	7008056	32		IFA: Intermittent hydrarthrosis
171215066	110040	1532007	8	1	8	134052	31		IFA: That specified as due to,Herpes simplex
172200067	110040	267783003	1	1	1	6820057	32		IFA: Toe 681.10-681.11
13156068	110040	160413008	1	1	1	9553494052	11		OTHERWISE
174321068	110040	4946002	2	1	2	6665051	11		OTHERWISE
175098069	110040	65956007	13	1	13	5275053	31		IFA: Better eye: severe vision impairment; lesser eye; impairment not further specified
131159063	110040	42399005	2	1	2	9092058	31		IFA: Posttraumatic renal failure
175122063	110040	66214007	1	1	1	498055	32		IFA: Alcohol dependence syndrome (303.0x-303.9x)
173449066	110040	37344009	1	1	1	498055	32		IFA: Alcohol dependence syndrome (303.0x-303.9x)
135935060	110040	46635009	1	1	1	4563053	11		OTHERWISE
26627062	110040	198288003	1	1	1	427058	12		OTHERWISE
26065069	110040	197480006	1	1	1	427058	12		OTHERWISE
172712065	110040	29596007	3	1	3	7578050	31		IFA: Respiratory distress,syndrome,newborn
138292065	110040	52089001	4	1	4	981054	32		IFA: Deformans
171868069	110040	248548009	9	1	9	1935058	11		OTHERWISE
164502064	110040	422479008	1	1	1	4044056	12		OTHERWISE
176523068	110040	93796005	1	1	1	4044056	12		OTHERWISE
169245066	110040	422166005	1	2	1	9555501052	11		OTHERWISE
19377065	110040	17920008	1	1	1	5896054	31		IFA: Hepatic vein thrombosis
171286063	110040	16269008	7	1	7	1556052	32		IFA: Intervertebral disc disorder with myelopathy (722.7x)
171543064	110040	208631009	9	1	9	2229051	32		IFA: That involving ankle (824.0-824.9) 
176232069	110040	88889000	1	1	1	8742058	31		IFA: Foreign body in throat
106226068	110040	31351009	1	1	1	6570051	11		OTHERWISE
176104069	110040	86249007	2	1	2	6409050	31		IFA: Ureteritis cystica
127951064	110040	416189003	1	1	1	221055	12		OTHERWISE
174020064	110040	42643001	1	1	1	6441057	12		OTHERWISE
175355061	110040	71286001	3	1	3	9556237054	31		IFA: Myelitis in protozoal diseases classified elsewhere
137607060	110040	50490005	1	1	1	5832053	11		OTHERWISE
173106061	110040	3424008	2	1	2	5790053	32		IFA: paroxysmal tachycardia, unspecified(427.0-427.2)
173105062	110040	3424008	1	1	1	9549784058	31		IFA: Neonatal tachycardia
10394061	110040	128079007	1	1	1	646050	11		OTHERWISE
171897067	110040	249918006	2	1	2	1535050	11		OTHERWISE
5136065	110040	11851006	7	1	7	956051	11		OTHERWISE
49343068	110040	237557003	1	1	1	4557057	31		IFA: Congenital dyshormonogenic goiter
175707064	110040	7847004	2	1	2	7372050	31		IFA: Congenital fistula of lip
24197069	110040	194849004	1	1	1	5738057	11		OTHERWISE
173736061	110040	405754008	1	1	1	9039052	12		OTHERWISE
6722060	110040	125650002	1	1	1	8430051	11		OTHERWISE
43616064	110040	230684008	1	1	1	9547215057	11		OTHERWISE
173184061	110040	35600002	1	1	1	5239051	11		OTHERWISE
174635062	110040	56882008	3	1	3	539050	31		IFA: Feeding problem of nonorganic origin
150185062	110040	79890006	2	1	2	539050	31		IFA: Other disorder of eating
156078066	110040	92260003	7	1	7	6538051	31		IFA: Retention
171084069	110040	119424003	1	1	1	6538051	31		IFA: Cyst,Corpus albicans
174962067	110040	63339007	1	1	1	1237059	12		OTHERWISE
176051068	110040	84984002	1	1	1	574051	32		IFA: Destructiveness in child
171667063	110040	230744007	1	1	1	9539674052	11		OTHERWISE
166961063	110040	267096005	4	1	4	1895059	11		OTHERWISE
173394062	110040	371522000	1	1	1	5475050	12		OTHERWISE
156073063	110040	92260003	2	1	2	6537059	31		IFA: Corpus luteum
171928066	110040	253185002	1	1	1	4959051	11		OTHERWISE
144881066	110040	67599009	13	1	13	5999059	32		IFA: Bronchopneumonia, organism unspecified
40652064	110040	21983002	1	1	1	4551056	11		OTHERWISE
141963068	110040	60782007	1	2	1	1454052	12		OTHERWISE
19603062	110040	18283000	1	1	1	1009057	31		IFA: Deflected or deviated nasal septum
12043066	110040	13600006	1	1	1	1419058	11		OTHERWISE
176071060	110040	85571008	1	1	1	925056	12		OTHERWISE
36789061	110040	21454007	1	1	1	3656051	31		IFA: Syphilitic ruptured cerebral aneurysm
174006065	110040	42399005	9	1	9	6637054	31		IFA: That complicating ectopic or molar pregnancy
174667064	110040	5758002	1	2	1	3417053	12		OTHERWISE
169176065	110040	419760006	1	2	1	3417053	12		OTHERWISE
10679069	110040	128350005	1	2	1	3417053	12		OTHERWISE
175011060	110040	6456007	6	1	6	969050	11		OTHERWISE
6740061	110040	125668004	1	1	1	8677051	11		OTHERWISE
142269060	110040	6142004	1	1	1	6002052	11		OTHERWISE
173539065	110040	38727009	1	1	1	4550055	11		OTHERWISE
1685067	110040	1085006	1	1	1	3739054	11		OTHERWISE
17374067	110040	16726004	1	1	1	6402059	11		OTHERWISE
193061	110040	1023001	4	1	4	7642053	32		IFA: Hypersomnia with sleep apnea
172591060	110040	28475009	8	1	8	4792050	11		OTHERWISE
173776065	110040	408856003	9	1	9	403055	32		IFA: Adult type psychoses occurring in childhood, as: schizophrenia (295.0-295.95)
13641064	110040	161443002	11	1	11	9553428055	11		OTHERWISE
171261066	110040	161450003	11	1	11	9553428055	11		OTHERWISE
20700064	110040	186659004	1	1	1	142053	11		OTHERWISE
22211064	110040	190634004	4	1	4	4679058	31		IFA: Subacute degeneration of spinal cord with anemia (281.0-281.1) - Pernicious anemia
173261062	110040	363443007	1	1	1	4062052	20		UAC
171314067	110040	17155009	1	1	1	570055	11		OTHERWISE
171004067	110040	105593004	9	1	9	321058	11		OTHERWISE
176405063	110040	91947003	5	1	5	3418056	31		IFA: Symptomatic human immunodeficiency virus (HIV) infection
173190062	110040	35678005	2	1	2	1533056	11		OTHERWISE
175860068	110040	815008	1	1	1	5541051	12		OTHERWISE
175780064	110040	79883001	2	1	2	7390051	31		IFA: Developmental cysts
171939069	110040	25428005	1	1	1	8014053	11		OTHERWISE
171536069	110040	208631009	2	1	2	7907051	31		IFA: Dupuytren's fracture, Open
173876062	110040	414293001	8	1	8	7907051	31		IFA: Pott's fracture, Open
171526062	110040	208629000	2	1	2	7907051	31		IFA: Dupuytren's fracture, Open
172281069	110040	271577005	2	1	2	7907051	31		IFA: Dupuytren's fracture, Open
48512066	110040	236633002	1	1	1	6437056	11		OTHERWISE
12439060	110040	14532008	1	1	1	1695057	11		OTHERWISE
10429062	110040	128105004	2	1	2	4698056	31		IFA: With functional defect
174179063	110040	45816000	1	1	1	6410058	12		OTHERWISE
170976062	110040	102878001	1	1	1	6582055	32		IFA: With current abortion (634.0x)
174066068	110040	43478001	5	1	5	2006053	12		OTHERWISE
172963064	110040	309535002	2	1	2	9541188054	22		IFA: Injury by unspecified means, undetermined whether accidentally or purposely inflicted (E980.0-E989)
172639068	110040	28743005	1	1	1	510050	31		IFA: Cough,psychogenic
144181069	110040	65958008	1	1	1	510050	31		IFA: Psychogenic hiccough
61043066	110040	251175005	1	1	1	968055	11		OTHERWISE
174551062	110040	55146009	1	1	1	1551055	11		OTHERWISE
26697068	110040	198436008	1	1	1	1260054	11		OTHERWISE
171717063	110040	238525001	2	1	2	1381051	31		IFA: Sunburn,second degree
27821066	110040	200767005	1	1	1	1374057	11		OTHERWISE
45060062	110040	233681001	1	1	1	6008051	12		OTHERWISE
171129060	110040	127034005	5	1	5	4275055	31		IFA: Pancytopenia (due to) (with),hairy cell leukemia - Leukemic reticuloendotheliosis, unspecified site, extranodal and solid organ sites
174209067	110040	46689006	1	1	1	1016056	11		OTHERWISE
130607063	110040	421893009	12	2	12	1169058	12		OTHERWISE
176307069	110040	90708001	12	1	12	1169058	12		OTHERWISE
107287067	110040	31848007	2	1	2	1452051	11		OTHERWISE
102083067	110040	302227002	1	1	1	1795051	31		IFA: Ecchymosis in fetus or newborn
171570065	110040	221360009	7	1	7	660052	32		IFA: Spastic paralysis (344.0x-344.9)
40267067	110040	21897009	1	1	1	4818057	11		OTHERWISE
175634069	110040	76902006	7	1	7	7589056	31		IFA: Tetanus,complicating,neonatorum
171411061	110040	195951007	8	1	8	1030053	31		IFA: Chronic obstructive lung disease (COPD) specified as with Bronchitis with emphysema; obstructive chronic bronchitis, without exacerbation
175603065	110040	76441001	3	1	3	445058	31		IFA: Reactive depresion (neurotic)
172586061	110040	28475009	3	1	3	445058	31		IFA: Reactive depression (neurotic)
23031062	110040	192049004	3	1	3	445058	31		IFA: Neurotic depression
2988069	110040	109889007	2	1	2	4471054	31		IFA: Skin of breast
171350061	110040	192150001	1	1	1	519051	32		IFA: Physcial symptoms and physiological malfunctions not involving tissue damage, of mental origin (306.0-306.9)
173366069	110040	37057007	1	1	1	519051	12		OTHERWISE
172092063	110040	263207000	1	1	1	2171055	11		OTHERWISE
23979066	110040	194131002	1	1	1	859058	11		OTHERWISE
23496063	110040	192970008	1	1	1	4943051	11		OTHERWISE
136852069	110040	48723006	2	1	2	273059	11		OTHERWISE
171025067	110040	109363001	2	1	2	8195050	31		IFA: Pneumothorax,traumatic (pneumothorax without mention of open wound into thorax)
174250060	110040	4754008	1	1	1	1205055	11		OTHERWISE
27646068	110040	200652002	3	1	3	822059	31		IFA: Lacrimal apparatus
4485061	110040	111970001	1	1	1	2051053	12		OTHERWISE
174037065	110040	42984000	2	1	2	9549866050	31		IFA: Secondary focal hyperhidrosis
171179062	110040	13645005	14	1	14	1033050	11		OTHERWISE
171452069	110040	199547006	1	1	1	7526052	11		OTHERWISE
174702063	110040	58424009	1	1	1	532059	32		IFA: Disorders of eating of nonorganic origin (307.50-307.59)
131221062	110040	42440009	10	2	10	4862053	32		IFA: Organic brain syndromes - Unspecified nonpsychotic mental disorder following organic brain damage
138665067	110040	53084003	1	1	1	5994051	12		OTHERWISE
114996063	110040	372070002	1	1	1	100051	31		IFA: Gangrene of certain sites - see Alphabetic Index
26612062	110040	19824006	1	1	1	100051	31		IFA: Fistula to skin from internal organs-see Alphabetic Index
22761066	110040	191736004	3	1	3	100051	31		IFA: Organic states (e.g. encephalitis)
172460067	110040	278504009	8	1	8	100051	0		OTHERWISE
173685064	110040	402599005	3	1	3	100051	0		OTHERWISE
171826069	110040	247124009	3	1	3	100051	0		OTHERWISE
39552063	110040	21794005	1	1	1	7094054	11		OTHERWISE
13593066	110040	161129001	3	1	3	590051	11		OTHERWISE
174629062	110040	56842001	1	1	1	8610058	11		OTHERWISE
176242066	110040	88975006	8	1	8	426054	31		IFA: Infantile autism: current or active state
175869069	110040	81642009	1	1	1	8575051	11		OTHERWISE
173912066	110040	416413003	2	1	2	9570409054	31		IFA: Supervision of high-risk pregnancy of elderly multigravida
176483067	110040	93458008	3	1	3	7130057	11		OTHERWISE
174424062	110040	52002008	1	1	1	5085055	11		OTHERWISE
16998061	110040	16607004	1	1	1	6633053	31		IFA: Failed induced abortion (638.0-638.9)
171495068	110040	202381003	3	1	3	1515054	11		OTHERWISE
171813065	110040	244815007	1	1	1	7377057	31		IFA: Congenital or infantile pyloric stenosis
22670060	110040	191574005	1	1	1	9534760054	11		OTHERWISE
172376063	110040	274572000	1	1	1	766052	11		OTHERWISE
174573068	110040	55668003	1	1	1	4856056	11		OTHERWISE
174380066	110040	51036000	1	1	1	6244054	11		OTHERWISE
173659063	110040	398061002	1	1	1	6529054	11		OTHERWISE
171593060	110040	225723003	1	1	1	9554861053	31		IFA: Marital problems
3465065	110040	110350008	2	1	2	600050	20		UAC
171669060	110040	230745008	2	1	2	7237054	31		IFA: Congenital hydrocephalus
176218067	110040	88518009	1	1	1	4652057	11		OTHERWISE
171807062	110040	242617000	1	1	1	9554885058	22		OTHERWISE
172669062	110040	28884001	1	1	1	406050	32		IFA: Circular type, if there was a previous attack of depression (296.4x)
175124062	110040	66214007	3	1	3	397053	31		IFA: Drug withdrawal syndrome
68855068	110040	271808008	11	1	11	9534573050	31		IFA: Nutritional edema - other sever protein-calorie malnutrition
68867065	110040	271809000	11	1	11	9534573050	31		IFA: Nutritional edema - other sever protein-calorie malnutrition
518060	110040	102576009	11	1	11	9534573050	31		IFA: Nutritional edema (other severe protein-calorie malnutrition)
172084066	110040	263128001	1	1	1	2285055	12		OTHERWISE
172249061	110040	269134004	1	1	1	2285055	12		OTHERWISE
175961066	110040	832007	4	1	4	422051	31		IFA: Reactive depression: Psychotic
173348060	110040	370143000	7	1	7	422051	31		IFA: Reactive depressive psychosis
50688060	110040	238593003	10	2	10	4605050	31		IFA: Nutritional edema  - kwashiorkor
176685068	110040	95570007	1	1	1	9553138055	31		IFA: Uric acid nephrolithiasis
74668069	110040	283475002	1	2	1	9547109050	22		OTHERWISE
20568066	110040	186385009	1	1	1	9533963053	11		OTHERWISE
173103068	110040	3415004	2	1	2	1878054	11		OTHERWISE
53330065	110040	241759005	3	1	3	7592057	31		IFA: Ophthalmia neonatorum NOS
171232065	110040	15993004	5	1	5	6062050	31		IFA: Respiratory failure,acute
174834060	110040	60845006	5	1	5	6062050	31		IFA: Respiratory failure,acute
174274062	110040	48286001	1	1	1	4643053	12		OTHERWISE
173167066	110040	354737001	1	1	1	9549850053	12		OTHERWISE
44891062	110040	233606009	2	1	2	6001058	31		IFA: Influenza with pneumonia
44884060	110040	233604007	2	1	2	6001058	31		IFA: Influenza with pneumonia
145880061	110040	70070008	6	1	6	4907058	31		IFA: Spasmodic
173718061	110040	40467008	2	1	2	1749057	11		OTHERWISE
174259064	110040	4788002	1	1	1	2096059	11		OTHERWISE
144882060	110040	67599009	14	1	14	6000057	32		IFA: Pneumonia, organism unspecified
100960063	110040	301001009	7	1	7	6000057	12		OTHERWISE
3511067	110040	11092001	2	1	2	9549783051	31		IFA: Neonatal bradycardia
119477065	110040	399357009	1	1	1	4619050	11		OTHERWISE
176373067	110040	91860005	4	1	4	4324055	11		OTHERWISE
173020065	110040	31892009	5	1	5	8219051	31		IFA: Traumatic: Injury to other specified intrathoracic organs without mention of open wound into cavity
30103064	110040	204739008	1	1	1	1703053	11		OTHERWISE
50385065	110040	238402004	1	1	1	1363053	11		OTHERWISE
167346064	110040	279016001	3	1	3	543054	31		IFA: Tension headache
166660064	110040	25064002	3	1	3	543054	31		IFA: Tension headache
169522062	110040	4969004	3	1	3	543054	31		IFA: Tension headache
169411063	110040	43242008	3	1	3	543054	31		IFA: Tension headache
166960062	110040	267096005	3	1	3	543054	31		IFA: Tension headache
103602065	110040	30693006	9	1	9	537052	31		IFA: Vomiting NOS
174886068	110040	62195001	1	1	1	7063054	12		OTHERWISE
151244069	110040	82473003	3	1	3	7063054	32		IFA: Lumbosacral radiculitis
28971066	110040	202717005	1	1	1	7040057	11		OTHERWISE
173324068	110040	36813001	1	1	1	6648055	12		OTHERWISE
175622062	110040	76742009	1	1	1	6568055	11		OTHERWISE
176087062	110040	85983004	14	1	14	9545543051	31		IFA: Sunburn,third degree
171599061	110040	22649008	3	1	3	9545543051	31		IFA: Sunburn,third degree
11373066	110040	129836000	1	1	1	9547137056	11		OTHERWISE
175280063	110040	6929003	1	1	1	6451056	11		OTHERWISE
